r1,r2,r3
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
3.6,11.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
25.2,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.0,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
26.8,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
27.6,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.4,17.2,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.0,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,0.8,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,1.6,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,2.4,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
28.8,3.2,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
3.6,12.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.0,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,4.8,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,5.6,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,6.4,0.0
28.8,7.2,0.0
28.8,7.2,0.0
28.8,7.2,0.0
28.8,7.2,0.0
28.8,7.2,0.0
28.8,7.2,0.0
28.8,7.2,0.0
28.8,7.2,0.0
28.8,7.2,0.0
28.8,7.2,0.0
28.8,7.2,0.0
