,X,Y,AP2 RTT(mm),AP3 RTT(mm),AP4 RTT(mm),AP5 RTT(mm),AP2 RSS(dBm),AP3 RSS(dBm),AP4 RSS(dBm),AP5 RSS(dBm),LOS APs
2027,5,0,1029,4329,9594,6042,-55,-57,-78,-69,3
2028,5,0,916,4001,9538,6009,-55,-57,-78,-68,3
2029,5,0,963,4241,9435,6049,-55,-58,-78,-67,3
2030,5,0,994,4329,9548,6429,-55,-58,-78,-68,3
2031,5,0,954,4273,9626,6366,-55,-57,-78,-67,3
2032,5,0,980,4329,9669,6396,-55,-58,-78,-68,3
2033,5,0,1226,4179,9507,6195,-55,-58,-78,-68,3
2034,5,0,1076,4076,9307,6007,-56,-58,-79,-68,3
2035,5,0,1198,4382,9316,5981,-56,-57,-79,-68,3
2036,5,0,1198,4207,9282,6075,-56,-57,-78,-68,3
2037,5,0,1071,4329,9348,5986,-56,-57,-78,-69,3
2038,5,0,1118,4188,9466,6042,-56,-57,-79,-68,3
2039,5,0,1310,4229,9504,5958,-56,-57,-78,-68,3
2040,5,2,-250,3101,6923,3141,-46,-55,-71,-67,2 3
2041,5,2,-273,2970,6811,3345,-47,-56,-72,-68,2 3
2042,5,2,-294,3101,6921,3304,-47,-56,-72,-68,2 3
2043,5,2,-332,3213,6952,3376,-47,-56,-72,-68,2 3
2044,5,2,-285,3234,6963,3454,-46,-55,-71,-67,2 3
2045,5,2,-252,3138,6804,3298,-47,-56,-70,-66,2 3
2046,5,2,-308,2916,6712,3454,-47,-56,-70,-67,2 3
2047,5,2,-262,2913,6832,3457,-46,-56,-71,-67,2 3
2048,5,2,-205,2885,6839,3457,-46,-56,-70,-67,2 3
2049,5,2,-217,2970,6895,3298,-47,-56,-71,-67,2 3
2050,5,2,-201,3101,6832,3341,-46,-56,-72,-67,2 3
2051,5,2,-233,2991,6949,3436,-49,-55,-73,-67,2 3
2052,5,2,-233,3208,6895,3426,-47,-55,-72,-67,2 3
2053,5,2,-201,3187,6743,3416,-48,-54,-72,-67,2 3
2054,5,2,-362,3251,6919,3460,-49,-55,-72,-67,2 3
2055,5,2,-245,3173,6771,3419,-48,-56,-71,-67,2 3
2056,5,2,-205,2985,6745,3379,-47,-56,-71,-66,2 3
2057,5,2,-172,2913,6750,3379,-47,-56,-71,-66,2 3
2058,5,2,-367,3033,6691,3423,-47,-55,-71,-66,2 3
2059,5,2,-273,3002,6750,3532,-48,-55,-72,-67,2 3
2060,5,2,-255,3169,6949,3382,-46,-55,-70,-67,2 3
2061,5,2,-304,2991,6916,3345,-45,-55,-71,-68,2 3
2062,5,2,-280,3110,7005,3426,-46,-55,-71,-67,2 3
2063,5,2,-250,3187,6921,3457,-46,-55,-72,-67,2 3
2064,5,2,-250,3241,7038,3338,-45,-56,-71,-67,2 3
2065,5,2,-114,3241,7097,3416,-46,-55,-71,-66,2 3
2066,5,2,-88,3033,6973,3379,-46,-56,-72,-67,2 3
2067,5,2,-219,2935,6921,3341,-45,-56,-71,-67,2 3
2068,5,2,-140,3183,6827,3379,-45,-56,-71,-67,2 3
2069,5,2,100000,3138,6982,3459,-200,-56,-71,-67,2 3
2070,5,2,-273,3061,7097,3266,-46,-55,-71,-67,2 3
2071,5,2,-301,3185,6923,3538,-46,-55,-71,-68,2 3
2072,5,2,100000,3197,6752,3460,-200,-54,-72,-67,2 3
2073,5,2,-308,3029,6715,3341,-49,-55,-70,-67,2 3
2074,5,2,-224,3080,6900,3373,-47,-54,-72,-67,2 3
2075,5,2,-172,3241,6839,3454,-46,-55,-72,-67,2 3
2076,5,2,-135,2885,6886,3373,-45,-57,-70,-67,2 3
2077,5,2,-283,3265,6773,3451,-46,-55,-72,-67,2 3
2078,5,2,-306,2972,6780,3413,-46,-55,-71,-67,2 3
2079,5,2,-116,3155,6900,3501,-46,-56,-72,-67,2 3
2080,5,2,-330,3262,7071,3373,-47,-55,-74,-65,2 3
2081,5,2,-81,3185,6921,3454,-46,-56,-71,-66,2 3
2082,5,2,-362,2879,6778,3498,-49,-55,-72,-66,2 3
2083,5,2,-315,3026,6778,3501,-46,-55,-72,-67,2 3
2084,5,2,-383,2976,6919,3426,-49,-56,-73,-66,2 3
2085,5,2,-226,3166,6837,3454,-47,-54,-72,-67,2 3
2086,5,2,-172,3241,6891,3382,-46,-55,-71,-66,2 3
2087,5,2,-208,3103,6919,3491,-46,-56,-70,-67,2 3
2088,5,2,-271,3136,6752,3413,-47,-55,-70,-66,2 3
2089,5,2,-264,3176,6656,3413,-49,-55,-71,-66,2 3
2090,5,2,-447,3210,6743,3498,-49,-54,-73,-67,2 3
2091,5,2,-102,3104,6942,3463,-46,-55,-70,-66,2 3
2092,5,2,-109,3066,6867,3416,-46,-56,-70,-66,2 3
2093,5,2,-224,3023,7071,3423,-46,-55,-71,-67,2 3
2094,5,2,-90,3138,6949,3491,-45,-55,-71,-67,2 3
2095,5,2,-255,3104,6949,3341,-49,-54,-71,-67,2 3
2096,5,2,-259,3220,6834,3257,-47,-55,-73,-67,2 3
2097,5,2,-255,3182,6778,3416,-47,-55,-73,-67,2 3
2098,5,2,-224,2993,6895,3416,-49,-55,-73,-66,2 3
2099,5,2,-278,3241,6951,3301,-48,-54,-73,-66,2 3
2100,5,2,-201,3148,6808,3501,-46,-55,-69,-66,2 3
2101,5,2,-196,2967,6858,3460,-48,-56,-72,-66,2 3
2102,5,2,-259,3063,6919,3254,-48,-54,-71,-67,2 3
2103,5,2,-409,3101,6687,3185,-48,-56,-70,-66,2 3
2104,5,2,-376,3272,6663,3376,-48,-55,-71,-65,2 3
2105,5,2,-393,3148,6780,3423,-49,-55,-69,-66,2 3
2106,5,2,-301,2995,6689,3501,-48,-56,-71,-66,2 3
2107,5,2,-330,3237,6659,3538,-48,-55,-71,-66,2 3
2108,5,2,-318,3138,6778,3501,-49,-55,-72,-66,2 3
2109,5,2,-388,2991,6691,3457,-48,-55,-70,-66,2 3
2110,5,2,-243,3244,6987,3529,-47,-55,-71,-68,2 3
2111,5,2,-55,3219,6778,3529,-46,-55,-72,-69,2 3
2112,5,2,-315,3073,6778,3443,-48,-55,-71,-68,2 3
2113,5,2,-245,3066,6834,3462,-48,-55,-70,-68,2 3
2114,5,2,-203,3210,6954,3413,-48,-55,-70,-67,2 3
2115,5,2,-255,3103,6898,3487,-48,-55,-71,-67,2 3
2116,5,2,-294,3213,6949,3501,-49,-56,-71,-67,2 3
2117,5,2,-276,3002,6947,3438,-48,-55,-71,-68,2 3
2118,5,2,-264,3016,6654,3443,-47,-55,-71,-69,2 3
2119,5,2,-365,3029,6973,3810,-48,-54,-71,-66,2 3
2120,5,2,-362,2998,6837,3460,-48,-56,-71,-65,2 3
2121,5,2,-315,2967,6780,3298,-48,-56,-71,-65,2 3
2122,5,2,-259,2988,6977,3538,-48,-55,-71,-66,2 3
2123,5,2,-250,3138,6783,3576,-49,-54,-72,-66,2 3
2124,5,2,-301,3241,6769,3341,-49,-54,-72,-67,2 3
2125,5,2,-388,3098,6949,3423,-48,-54,-71,-68,2 3
2126,5,2,-311,3204,7078,3416,-48,-55,-71,-67,2 3
2127,5,2,-142,3148,7015,3413,-48,-55,-71,-68,2 3
2128,5,2,-112,3061,6771,3451,-48,-55,-72,-69,2 3
2129,5,2,-187,3110,6837,3495,-48,-54,-71,-67,2 3
2130,5,2,-287,3104,7245,3420,-47,-55,-72,-68,2 3
2131,5,2,-287,3000,6825,3464,-47,-55,-70,-68,2 3
2132,5,2,-262,3179,6661,3460,-46,-56,-71,-68,2 3
2133,5,2,-194,3216,6930,3535,-47,-55,-70,-68,2 3
2134,5,2,-278,3185,6921,3471,-47,-55,-70,-69,2 3
2135,5,2,-294,3023,7127,3454,-47,-56,-70,-67,2 3
2136,5,2,-306,3192,7003,3335,-48,-55,-69,-67,2 3
2137,5,2,-114,3122,6834,3454,-47,-56,-72,-67,2 3
2138,5,2,-290,3216,6745,3579,-48,-56,-70,-67,2 3
2139,5,2,-360,3194,6987,3532,-47,-57,-69,-66,2 3
2140,5,2,-203,3126,6895,3416,-46,-57,-71,-68,2 3
2141,5,2,-344,2976,6837,3576,-48,-57,-71,-67,2 3
2142,5,2,-372,3285,6886,3488,-50,-55,-70,-66,2 3
2143,5,2,-165,3180,6991,3504,-47,-55,-69,-66,2 3
2144,5,2,-170,3066,6900,3579,-46,-55,-73,-67,2 3
2145,5,2,-233,3218,6771,3495,-48,-55,-72,-68,2 3
2146,5,2,-458,3179,7155,3416,-48,-55,-72,-68,2 3
2147,5,2,-165,3176,6780,3416,-47,-55,-71,-68,2 3
2148,5,2,-172,3148,6886,3426,-46,-55,-70,-68,2 3
2149,5,2,-83,3254,6837,3335,-46,-56,-70,-67,2 3
2150,5,2,-205,3058,6958,3104,-45,-56,-70,-66,2 3
2151,5,2,-257,3029,6919,3295,-46,-56,-70,-67,2 3
2152,5,2,-278,3068,6804,3416,-46,-56,-70,-66,2 3
2153,5,2,-313,2944,6799,3454,-47,-56,-70,-66,2 3
2154,5,2,-276,3182,6921,3376,-47,-56,-71,-67,2 3
2155,5,2,-315,3035,6860,3382,-46,-56,-72,-67,2 3
2156,5,2,-308,3063,6888,3423,-47,-56,-71,-66,2 3
2157,5,2,-278,3033,6898,3298,-48,-56,-71,-66,2 3
2158,5,2,-297,3232,6858,3301,-47,-56,-71,-65,2 3
2159,5,2,-262,3054,6837,3335,-47,-56,-70,-66,2 3
2160,5,3,-315,3070,7635,4289,-46,-61,-71,-61,2 3
2161,5,3,-360,2932,7366,4430,-47,-63,-72,-63,2 3
2162,5,3,-276,2775,7723,4495,-48,-63,-72,-64,2 3
2163,5,3,-458,2904,7915,4432,-45,-63,-71,-63,2 3
2164,5,3,-290,2944,7785,4493,-46,-62,-71,-64,2 3
2165,5,3,-257,2869,7323,4598,-46,-63,-70,-63,2 3
2166,5,3,-245,2817,6929,4226,-46,-64,-70,-63,2 3
2167,5,3,-292,2745,6888,4193,-46,-65,-71,-62,2 3
2168,5,3,-461,2212,7207,4195,-46,-63,-71,-63,2 3
2169,5,3,-266,2503,6888,4315,-46,-61,-71,-62,2 3
2170,5,3,-372,2437,7323,4322,-46,-60,-70,-61,2 3
2171,5,3,-283,2536,7915,4319,-47,-61,-71,-63,2 3
2172,5,3,-301,2451,7785,4261,-46,-61,-71,-62,2 3
2173,5,3,-273,2405,6901,4284,-47,-61,-71,-63,2 3
2174,5,3,-257,2297,6860,4170,-47,-63,-72,-63,2 3
2175,5,3,-304,2744,7310,4261,-46,-67,-71,-63,2 3
2176,5,3,-367,2958,7829,4118,-47,-64,-72,-62,2 3
2177,5,3,-308,2845,7557,4139,-46,-66,-72,-62,2 3
2178,5,3,-327,2740,7401,4312,-47,-65,-72,-62,2 3
2179,5,3,-257,2618,7035,4291,-46,-61,-71,-62,2 3
2180,5,3,-140,2618,7091,4291,-47,-60,-71,-63,2 3
2181,5,3,-219,2353,7176,4228,-47,-62,-72,-62,2 3
2182,5,3,-346,2372,6885,4230,-48,-62,-69,-62,2 3
2183,5,3,-313,2409,7479,4024,-46,-62,-69,-62,2 3
2184,5,3,-344,2953,7388,4258,-46,-65,-70,-63,2 3
2185,5,3,-315,2745,7631,4137,-47,-65,-72,-63,2 3
2186,5,3,-313,2686,7395,4198,-46,-64,-71,-63,2 3
2187,5,3,-337,2791,7861,4317,-46,-65,-71,-62,2 3
2188,5,3,-292,2763,7741,4312,-46,-64,-69,-63,2 3
2189,5,3,-280,3073,7655,4345,-46,-64,-69,-63,2 3
2190,5,3,-283,2358,7332,4202,-46,-63,-69,-62,2 3
2191,5,3,-140,2763,6941,4228,-46,-64,-70,-62,2 3
2192,5,3,-147,2979,7644,4167,-46,-62,-69,-62,2 3
2193,5,3,-276,2510,7685,4376,-46,-61,-68,-62,2 3
2194,5,3,-367,2334,7363,4144,-46,-63,-67,-61,2 3
2195,5,3,-330,2791,7594,4373,-46,-67,-68,-61,2 3
2196,5,3,-346,2330,6629,4167,-46,-62,-71,-62,2 3
2197,5,3,-400,2458,7683,4176,-46,-62,-72,-62,2 3
2198,5,3,-280,2965,7655,4352,-46,-62,-69,-62,2 3
2199,5,3,-283,2679,7095,4256,-46,-64,-69,-63,2 3
2200,5,3,-252,2215,7138,4085,-47,-64,-68,-63,2 3
2201,5,3,-266,2374,7060,4169,-46,-61,-68,-63,2 3
2202,5,3,-250,2344,7313,4294,-46,-64,-68,-62,2 3
2203,5,3,-395,2447,7001,4348,-46,-60,-73,-62,2 3
2204,5,3,-465,2819,7369,4104,-46,-68,-68,-61,2 3
2205,5,3,-365,100000,7147,4026,-45,-200,-68,-62,2 3
2206,5,3,-240,2461,7604,4289,-46,-62,-69,-62,2 3
2207,5,3,-170,2451,7438,4229,-46,-61,-71,-61,2 3
2208,5,3,-250,2283,7204,4411,-45,-64,-70,-61,2 3
2209,5,3,-353,2379,7091,4256,-46,-63,-69,-62,2 3
2210,5,3,-266,2480,7017,4256,-47,-59,-71,-62,2 3
2211,5,3,-280,2850,7332,4154,-46,-64,-68,-63,2 3
2212,5,3,-337,2416,7057,4200,-47,-62,-70,-63,2 3
2213,5,3,-301,2522,6932,4380,-46,-61,-70,-61,2 3
2214,5,3,-330,2482,7176,4078,-46,-60,-70,-61,2 3
2215,5,3,-245,2437,7557,4233,-45,-60,-68,-62,2 3
2216,5,3,-315,2580,7512,4317,-46,-59,-69,-62,2 3
2217,5,3,-367,2709,7451,4193,-46,-64,-69,-61,2 3
2218,5,3,-348,2548,7282,4312,-46,-60,-68,-63,2 3
2219,5,3,-301,2367,7316,4044,-47,-61,-69,-63,2 3
2220,5,3,-250,2416,7170,4322,-46,-62,-72,-63,2 3
2221,5,3,-262,2262,7835,4498,-47,-63,-73,-63,2 3
2222,5,3,-273,2372,7326,4163,-46,-62,-70,-62,2 3
2223,5,3,-379,2766,7760,4167,-46,-64,-72,-62,2 3
2224,5,3,-245,2353,6923,4172,-47,-62,-70,-62,2 3
2225,5,3,-348,2953,6748,4355,-46,-63,-69,-62,2 3
2226,5,3,-280,2498,7488,4345,-46,-62,-68,-60,2 3
2227,5,3,-351,2419,7335,4256,-46,-62,-68,-61,2 3
2228,5,3,-306,2766,7448,4254,-46,-64,-69,-62,2 3
2229,5,3,-395,2848,7091,4235,-46,-64,-70,-63,2 3
2230,5,3,-299,2330,6857,4258,-46,-63,-70,-62,2 3
2231,5,3,-283,2683,7035,4167,-46,-64,-71,-63,2 3
2232,5,3,-318,2440,6894,4289,-47,-63,-69,-62,2 3
2233,5,3,-194,2379,7085,4226,-47,-62,-68,-62,2 3
2234,5,3,-322,2222,7129,4167,-46,-63,-68,-61,2 3
2235,5,3,-285,2423,7279,4235,-46,-62,-68,-62,2 3
2236,5,3,-222,2269,7016,4345,-46,-60,-69,-61,2 3
2237,5,3,-337,2419,7085,4235,-46,-61,-70,-62,2 3
2238,5,3,-285,2416,7095,4174,-47,-62,-70,-62,2 3
2239,5,3,-339,2477,6966,4228,-47,-61,-71,-62,2 3
2240,5,3,-250,2482,7170,4233,-45,-59,-69,-60,2 3
2241,5,3,-290,2447,7166,4287,-46,-60,-70,-62,2 3
2242,5,3,-360,2482,7198,4258,-46,-60,-71,-62,2 3
2243,5,3,-278,2400,6923,4263,-47,-61,-71,-62,2 3
2244,5,3,-245,2458,7082,4263,-46,-62,-71,-62,2 3
2245,5,3,-222,2416,7154,4162,-46,-60,-69,-61,2 3
2246,5,3,-301,2475,7132,4230,-46,-61,-70,-62,2 3
2247,5,3,-358,2346,7207,4108,-46,-61,-69,-62,2 3
2248,5,3,-313,2367,7276,4176,-47,-62,-69,-61,2 3
2249,5,3,-255,2283,7216,4169,-46,-61,-69,-62,2 3
2250,5,3,-273,2442,7170,4256,-46,-62,-69,-62,2 3
2251,5,3,-149,2393,8100,4404,-47,-61,-70,-61,2 3
2252,5,3,-271,2475,7313,4261,-46,-62,-71,-63,2 3
2253,5,3,-320,2740,7795,4378,-46,-64,-69,-62,2 3
2254,5,3,-395,2737,7320,4284,-47,-62,-69,-63,2 3
2255,5,3,-308,2409,7448,4235,-47,-62,-69,-62,2 3
2256,5,3,-376,2198,7635,4076,-46,-62,-70,-62,2 3
2257,5,3,-233,2920,7051,4289,-46,-63,-69,-62,2 3
2258,5,3,-405,2414,7201,4319,-46,-59,-68,-63,2 3
2259,5,3,-264,2402,7398,4198,-46,-61,-71,-63,2 3
2260,5,3,-337,2503,7794,4282,-46,-58,-70,-63,2 3
2261,5,3,-519,2091,7095,4289,-47,-61,-69,-62,2 3
2262,5,3,-299,2454,7741,4310,-46,-61,-72,-63,2 3
2263,5,3,-92,2316,7591,4366,-46,-62,-71,-63,2 3
2264,5,3,-290,2437,7669,4378,-47,-61,-72,-62,2 3
2265,5,3,-337,2294,7741,4348,-47,-61,-72,-63,2 3
2266,5,3,-337,2423,7795,4118,-46,-63,-71,-63,2 3
2267,5,3,-301,2784,7401,4174,-46,-63,-70,-61,2 3
2268,5,3,-245,2435,7207,4202,-46,-63,-69,-62,2 3
2269,5,3,-198,2273,7401,3929,-46,-63,-71,-62,2 3
2270,5,3,-278,2407,7482,4254,-47,-63,-73,-62,2 3
2271,5,3,-250,2475,7757,4230,-47,-62,-71,-62,2 3
2272,5,3,-271,2437,7554,4336,-46,-62,-71,-62,2 3
2273,5,3,-344,2393,7323,4126,-46,-63,-72,-62,2 3
2274,5,3,-339,2369,6891,4083,-47,-61,-70,-62,2 3
2275,5,3,-280,3009,7076,4169,-46,-62,-69,-62,2 3
2276,5,3,-252,2461,7398,4322,-47,-62,-68,-63,2 3
2277,5,3,-325,2758,6707,4296,-47,-60,-68,-62,2 3
2278,5,3,-247,2477,7048,4228,-47,-60,-69,-62,2 3
2279,5,3,-219,2508,6663,4235,-47,-61,-71,-62,2 3
2280,5,4,-126,2189,7298,2740,-53,-53,-65,-75,3
2281,5,4,-25,2189,7188,2730,-53,-54,-67,-77,3
2282,5,4,-67,2069,7251,2965,-54,-54,-67,-77,3
2283,5,4,-126,1973,7181,2768,-53,-54,-67,-77,3
2284,5,4,-156,2004,7036,2941,-54,-53,-67,-77,3
2285,5,4,-58,1994,7273,2873,-54,-54,-67,-77,3
2286,5,4,-212,1943,7296,2791,-54,-54,-66,-77,3
2287,5,4,-89,1969,7066,2737,-53,-54,-65,-77,3
2288,5,4,-135,2145,7127,2737,-54,-54,-65,-77,3
2289,5,4,-189,1856,7277,2887,-55,-54,-67,-76,3
2290,5,4,-240,2194,7303,2845,-55,-54,-67,-76,3
2291,5,4,-189,2201,7139,2789,-55,-54,-67,-77,3
2292,5,4,-51,1910,7188,2740,-55,-54,-65,-76,3
2293,5,4,-43,2079,7134,2761,-54,-54,-65,-77,3
2294,5,4,-102,1945,7160,2906,-53,-54,-64,-77,3
2295,5,4,94,2129,7066,2822,-54,-54,-65,-77,3
2296,5,4,-25,1861,7216,2852,-55,-55,-66,-77,3
2297,5,4,-65,2248,7188,2908,-54,-54,-67,-76,3
2298,5,4,-114,2175,7242,2939,-56,-53,-66,-76,3
2299,5,4,-128,2109,6652,2817,-53,-53,-69,-77,3
2300,5,4,-215,2008,7776,2681,-55,-54,-68,-75,3
2301,5,4,-27,1943,7186,2873,-54,-54,-66,-78,3
2302,5,4,-83,2142,7652,2681,-54,-53,-67,-76,3
2303,5,4,26,1945,6808,2829,-54,-54,-70,-77,3
2304,5,4,-14,2001,7183,2822,-55,-54,-68,-75,3
2305,5,4,100000,2135,6987,2904,-200,-54,-68,-74,3
2306,5,4,-22,2194,7535,2852,-55,-53,-70,-76,3
2307,5,4,-163,2189,7333,2735,-55,-54,-65,-77,3
2308,5,4,23,2123,7216,2848,-55,-54,-67,-75,3
2309,5,4,-65,2226,7336,2768,-55,-54,-70,-75,3
2310,5,4,-243,2254,6916,2880,-55,-53,-71,-75,3
2311,5,4,-51,2232,7917,2850,-55,-53,-69,-75,3
2312,5,4,-6,2053,7193,2916,-55,-53,-69,-74,3
2313,5,4,-17,2204,7186,2911,-55,-53,-69,-75,3
2314,5,4,29,1774,7186,2878,-54,-53,-68,-74,3
2315,5,4,-133,2023,7535,2766,-52,-52,-66,-73,3
2316,5,4,29,2276,7245,2878,-52,-53,-70,-74,3
2317,5,4,30,2030,7155,2939,-53,-54,-71,-74,3
2318,5,4,-212,2083,7092,3056,-53,-53,-70,-74,3
2319,5,4,42,2244,7310,3049,-54,-53,-69,-75,3
2320,5,4,107,2344,7249,2855,-53,-53,-69,-74,3
2321,5,4,-107,2123,7268,3021,-53,-53,-70,-74,3
2322,5,4,-112,2235,7041,2960,-54,-53,-70,-74,3
2323,5,4,100000,2285,6945,2822,-54,-53,-69,-75,3
2324,5,4,-25,2069,7305,2937,-54,-54,-69,-75,3
2325,5,4,-22,2189,7392,3056,-55,-53,-68,-75,3
2326,5,4,77,2168,7470,2962,-54,-53,-68,-75,3
2327,5,4,-65,2241,6921,2993,-54,-53,-69,-75,3
2328,5,4,-17,2233,6898,3051,-54,-53,-69,-76,3
2329,5,4,58,2310,6944,3164,-54,-52,-69,-75,3
2330,5,4,-79,2159,7066,3089,-54,-53,-68,-74,3
2331,5,4,-51,2173,7120,3056,-54,-53,-69,-73,3
2332,5,4,-107,2198,8238,2970,-54,-53,-68,-74,3
2333,5,4,-187,2173,7793,3080,-55,-53,-67,-75,3
2334,5,4,35,2112,7416,2820,-55,-53,-67,-75,3
2335,5,4,100000,1966,7245,2904,-200,-53,-68,-75,3
2336,5,4,100000,1941,7767,2883,-53,-54,-64,-74,3
2337,5,4,-79,2145,7687,2873,-55,-53,-66,-74,3
2338,5,4,-215,1973,7455,2791,-55,-53,-64,-74,3
2339,5,4,-81,2226,7416,2784,-53,-53,-65,-73,3
2340,5,4,-89,2082,6982,2770,-54,-53,-66,-74,3
2341,5,4,-123,2140,6830,2766,-55,-53,-67,-74,3
2342,5,4,-92,2048,7364,2904,-55,-53,-66,-75,3
2343,5,4,-20,1887,7451,2859,-54,-53,-66,-75,3
2344,5,4,-189,2163,7012,2941,-52,-53,-66,-75,3
2345,5,4,-11,2241,7036,2857,-53,-53,-67,-74,3
2346,5,4,-4,1976,6977,2916,-54,-53,-68,-74,3
2347,5,4,-34,2016,7221,2824,-55,-53,-66,-75,3
2348,5,4,-51,2082,7333,2887,-54,-53,-66,-75,3
2349,5,4,56,1944,7530,2740,-54,-54,-66,-75,3
2350,5,4,-69,1997,7591,2829,-55,-54,-67,-74,3
2351,5,4,-129,2025,7472,2932,-55,-53,-66,-76,3
2352,5,4,19,2055,7401,2824,-55,-53,-66,-75,3
2353,5,4,-168,2001,7183,2845,-55,-53,-68,-74,3
2354,5,4,-217,2226,7708,2801,-55,-53,-65,-75,3
2355,5,4,-72,2008,7655,2824,-56,-54,-65,-76,3
2356,5,4,-135,1891,7828,2763,-56,-54,-65,-76,3
2357,5,4,87,2220,7802,2932,-54,-54,-65,-76,3
2358,5,4,-137,2067,6888,2740,-54,-53,-66,-75,3
2359,5,4,-137,2149,6804,2791,-53,-53,-66,-75,3
2360,5,4,-88,2088,7186,2906,-53,-53,-66,-74,3
2361,5,4,-105,2039,7329,2791,-54,-53,-66,-74,3
2362,5,4,-43,2085,7416,2768,-54,-53,-66,-74,3
2363,5,4,-158,2128,7282,2965,-54,-53,-66,-74,3
2364,5,4,-189,2112,7418,2852,-54,-54,-66,-74,3
2365,5,4,-161,2030,7425,2977,-53,-53,-66,-74,3
2366,5,4,-133,2116,7305,2763,-53,-53,-66,-74,3
2367,5,4,-105,2093,7390,2770,-53,-53,-66,-74,3
2368,5,4,-58,2229,7486,2859,-53,-53,-66,-75,3
2369,5,4,-53,2088,7188,2977,-53,-53,-67,-74,3
2370,5,4,-217,2161,7563,2850,-53,-54,-67,-74,3
2371,5,4,100000,2024,7041,2789,-200,-54,-67,-75,3
2372,5,4,-156,1952,7411,2960,-53,-54,-67,-75,3
2373,5,4,-133,1891,7502,2796,-53,-53,-67,-74,3
2374,5,4,100000,2210,7530,2773,-53,-53,-67,-74,3
2375,5,4,-135,2201,7685,2820,-54,-53,-66,-74,3
2376,5,4,-187,2079,7624,2787,-54,-54,-66,-74,3
2377,5,4,-30,2248,7591,2993,-53,-53,-67,-74,3
2378,5,4,-158,2156,7540,2730,-53,-54,-67,-75,3
2379,5,4,-25,2081,7333,2887,-54,-54,-66,-75,3
2380,5,4,-109,1997,7280,2819,-54,-53,-66,-74,3
2381,5,4,-76,2054,7268,3002,-53,-53,-66,-74,3
2382,5,4,-212,2007,6923,2916,-54,-53,-66,-75,3
2383,5,4,-247,2454,7012,2885,-55,-52,-66,-75,3
2384,5,4,-191,2091,7244,3115,-55,-53,-66,-76,3
2385,5,4,-191,2129,7446,2763,-56,-53,-66,-75,3
2386,5,4,100000,2234,7718,2796,-56,-53,-66,-75,3
2387,5,4,100000,2103,6865,2740,-200,-53,-66,-75,3
2388,5,4,-22,2086,6982,2908,-54,-53,-66,-75,3
2389,5,4,-60,2156,7214,2761,-53,-53,-66,-74,3
2390,5,4,19,2048,7266,2822,-53,-53,-67,-73,3
2391,5,4,-67,1943,7535,2733,-53,-53,-67,-75,3
2392,5,4,-95,2278,7837,2880,-55,-53,-67,-75,3
2393,5,4,-1,2257,7568,2824,-54,-54,-67,-75,3
2394,5,4,100000,2306,7540,2824,-200,-53,-66,-75,3
2395,5,4,-215,1951,7392,2794,-53,-53,-65,-73,3
2396,5,4,-95,2299,7474,2880,-54,-53,-66,-74,3
2397,5,4,-142,2285,7535,2887,-55,-53,-67,-75,3
2398,5,4,100000,2006,7540,2890,-200,-54,-66,-75,3
2399,5,4,-81,1882,7685,2740,-54,-54,-66,-74,3
2400,5,6,691,1254,5773,2613,-55,-55,-54,-54,3 4 5
2401,5,6,874,1244,5638,2496,-56,-56,-54,-55,3 4 5
2402,5,6,691,1282,5641,2447,-56,-56,-55,-55,3 4 5
2403,5,6,748,1209,5532,2463,-56,-56,-55,-55,3 4 5
2404,5,6,907,1198,5747,2501,-56,-56,-54,-55,3 4 5
2405,5,6,874,1226,5775,2524,-56,-56,-55,-56,3 4 5
2406,5,6,743,1032,5616,2498,-56,-56,-54,-55,3 4 5
2407,5,6,830,1266,5627,2442,-56,-56,-55,-55,3 4 5
2408,5,6,748,1291,5607,2526,-55,-55,-55,-55,3 4 5
2409,5,6,501,1254,5713,2409,-55,-55,-55,-55,3 4 5
2410,5,6,1048,1038,5548,2416,-56,-56,-55,-54,3 4 5
2411,5,6,855,1216,5805,2388,-55,-56,-54,-57,3 4 5
2412,5,6,909,1216,5873,2271,-56,-57,-54,-57,3 4 5
2413,5,6,717,1238,5732,2257,-60,-58,-54,-56,3 4 5
2414,5,6,804,1029,5688,2264,-56,-56,-56,-57,3 4 5
2415,5,6,832,1191,5812,2292,-56,-56,-56,-57,3 4 5
2416,5,6,776,1216,5698,2238,-56,-55,-56,-56,3 4 5
2417,5,6,1148,1254,5899,2299,-55,-56,-54,-56,3 4 5
2418,5,6,776,1094,5698,2173,-55,-56,-55,-57,3 4 5
2419,5,6,916,1273,5805,2290,-55,-56,-54,-55,3 4 5
2420,5,6,928,1279,5808,2259,-56,-57,-55,-55,3 4 5
2421,5,6,858,1029,5782,2299,-56,-57,-54,-56,3 4 5
2422,5,6,855,1276,5991,2177,-56,-57,-54,-57,3 4 5
2423,5,6,1085,1008,5751,2327,-55,-56,-54,-56,3 4 5
2424,5,6,916,1289,5754,2355,-56,-57,-54,-55,3 4 5
2425,5,6,804,1310,5667,2323,-56,-57,-55,-56,3 4 5
2426,5,6,989,1425,5838,2238,-56,-57,-56,-56,3 4 5
2427,5,6,691,1291,5804,2231,-55,-57,-55,-56,3 4 5
2428,5,6,570,1041,5712,2290,-55,-56,-55,-56,3 4 5
2429,5,6,688,1041,5543,2241,-55,-57,-55,-55,3 4 5
2430,5,6,679,994,5571,2330,-55,-56,-55,-55,3 4 5
